#REF!;;#REF!;;;
Numéro d'Indentification;Genre;Village;Latitude du Village;Longitude du Village;
T2604;Homme;DOUTCHI;13,884;4,414;
T2428;Homme;LOWA ;13,15638889;2,543611111;
T2429;Homme;LOWA ;13,15638889;2,543611111;
T2430;Homme;LOWA ;13,15638889;2,543611111;
T2431;Homme;LOWA ;13,15638889;2,543611111;
T2432;Homme;KOMA ;13,80305556;4,600833333;
T2433;Homme;KOMA ;13,80305556;4,600833333;
T2434;Homme;KOMA ;13,80305556;4,600833333;
T2435;Homme;KOMA ;13,80305556;4,600833333;
T2436;Homme;KOMA ;13,80305556;4,600833333;
T2437;Homme;KOMA ;13,80305556;4,600833333;
T2438;Homme;KOMA ;13,80305556;4,600833333;
T2439;Homme;KOMA ;13,80305556;4,600833333;
T2440;Homme;KOMA ;13,80305556;4,600833333;
T2441;Homme;KOMA ;13,80305556;4,600833333;
T2442;Homme;KOMA ;13,80305556;4,600833333;
T2443;Homme;KOMA ;13,80305556;4,600833333;
T2444;Homme;KOMA ;13,80305556;4,600833333;
T2445;Homme;KOMA ;13,80305556;4,600833333;
T2446;Homme;KOMA ;13,80305556;4,600833333;
T2447;Homme;KOMA ;13,80305556;4,600833333;
T2448;Homme;KOMA ;13,80305556;4,600833333;
T2449;Homme;KOMA ;13,80305556;4,600833333;
T2450;Homme;KOMA ;13,80305556;4,600833333;
T2451;Homme;KOMA ;13,80305556;4,600833333;
T2452;Homme;KOMA ;13,80305556;4,600833333;
T2453;Homme;KOMA ;13,80305556;4,600833333;
T2454;Homme;KOMA ;13,80305556;4,600833333;
T500;Homme;Téra;14,00776;0,75306;
T2456;Femme;KOMA ;13,80305556;4,600833333;
T2457;Femme;KOMA ;13,80305556;4,600833333;
T2458;Homme;KOMA ;13,80305556;4,600833333;
T2459;Femme;KOMA ;13,80305556;4,600833333;
T2460;Homme;KOMA ;13,80305556;4,600833333;
T2462;Homme;KOMA ;13,80305556;4,600833333;
T2463;Homme;KOMA ;13,80305556;4,600833333;
T2464;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2465;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2466;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2467;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2468;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2469;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2470;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2471;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2472;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2473;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2474;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2475;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2476;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2477;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2478;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2479;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2480;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2482;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2483;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2484;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2485;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2486;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2487;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2488;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2489;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2490;Femme;TCHOURAFONDA;13,35777778;2,494444444;
T2491;Femme;TCHOURAFONDA;13,35777778;2,494444444;
T2492;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2493;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2494;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2495;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2496;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2497;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2498;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2499;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2500;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2501;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2502;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2503;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2504;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2505;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2506;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2507;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2508;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2509;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T1513;Homme;Téra;14,00776;0,75306;
T2511;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2512;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2513;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2514;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2515;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2516;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2517;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2518;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2519;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2520;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2521;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2522;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2523;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2524;Homme;TCHOURAFONDA;13,35777778;2,494444444;
T2525;Homme;DOUTCHI;13,884;4,414;
T2526;Homme;DOUTCHI;13,884;4,414;
T2527;Homme;DOUTCHI;13,884;4,414;
T2529;Homme;DOUTCHI;13,884;4,414;
T1555;Homme;Téra;14,00776;0,75306;
T2531;Homme;DOUTCHI;13,884;4,414;
T2532;Homme;DOUTCHI;13,884;4,414;
T2533;Homme;DOUTCHI;13,884;4,414;
T2534;Homme;DOUTCHI;13,884;4,414;
T2535;Homme;DOUTCHI;13,884;4,414;
T1868;Homme;Kokorou;13,95;0,94;
T2528;Homme;DOUTCHI;13,884;4,414;
T2541;Homme;DOUTCHI;13,884;4,414;
T2543;Homme;DOUTCHI;13,884;4,414;
T2544;Homme;DOUTCHI;13,884;4,414;
T2545;Homme;DOUTCHI;13,884;4,414;
T2589;Homme;DOUTCHI;13,884;4,414;
T2548;Homme;DOUTCHI;13,884;4,414;
T2549;Homme;DOUTCHI;13,884;4,414;
T2550;Femme;DOUTCHI;13,884;4,414;
T2552;Homme;DOUTCHI;13,884;4,414;
T2553;Homme;DOUTCHI;13,884;4,414;
T2554;Homme;DOUTCHI;13,884;4,414;
T2555;Homme;DOUTCHI;13,884;4,414;
T2557;Homme;DOUTCHI;13,884;4,414;
T2558;Homme;DOUTCHI;13,884;4,414;
T2559;Homme;DOUTCHI;13,884;4,414;
T2560;Homme;DOUTCHI;13,884;4,414;
T2561;Homme;DOUTCHI;13,884;4,414;
T2564;Homme;DOUTCHI;13,884;4,414;
T2565;Homme;DOUTCHI;13,884;4,414;
T2566;Homme;DOUTCHI;13,884;4,414;
T2567;Homme;DOUTCHI;13,884;4,414;
T2568;Homme;DOUTCHI;13,884;4,414;
T52;Homme;Téra;14,00776;0,75306;
T2570;Homme;DOUTCHI;13,884;4,414;
T2571;Homme;DOUTCHI;13,884;4,414;
T995;Homme;Kokorou;13,95;0,94;
T296;Homme;Téra;14,00776;0,75306;
T2576;Homme;DOUTCHI;13,884;4,414;
T2577;Homme;DOUTCHI;13,884;4,414;
T2578;Homme;DOUTCHI;13,884;4,414;
T2579;Homme;DOUTCHI;13,884;4,414;
T2581;Homme;DOUTCHI;13,884;4,414;
T629;Homme;Téra;14,00776;0,75306;
T2583;Homme;DOUTCHI;13,884;4,414;
T2584;Homme;DOUTCHI;13,884;4,414;
T2415;Homme;LOWA ;13,15638889;2,543611111;
T2588;Homme;DOUTCHI;13,884;4,414;
T3069;Homme;TILLABERY;14,3204466;1,43386583;
T2590;Homme;DOUTCHI;13,884;4,414;
T2591;Homme;DOUTCHI;13,884;4,414;
T2592;Homme;DOUTCHI;13,884;4,414;
T2593;Homme;DOUTCHI;13,884;4,414;
T2594;Homme;DOUTCHI;13,884;4,414;
T2595;Homme;DOUTCHI;13,884;4,414;
T2597;Homme;DOUTCHI;13,884;4,414;
T2598;Homme;DOUTCHI;13,884;4,414;
T2599;Homme;DOUTCHI;13,884;4,414;
T2600;Homme;DOUTCHI;13,884;4,414;
T2601;Homme;DOUTCHI;13,884;4,414;
T2602;Homme;DOUTCHI;13,884;4,414;
T2603;Homme;DOUTCHI;13,884;4,414;
T2605;Homme;DOUTCHI;13,884;4,414;
T2606;Homme;DOUTCHI;13,884;4,414;
T2607;Homme;MATANKARI;13,77;4,01;
T2608;Homme;MATANKARI;13,77;4,01;
T2609;Homme;MATANKARI;13,77;4,01;
T2610;Homme;MATANKARI;13,77;4,01;
T2611;Homme;MATANKARI;13,77;4,01;
T2612;Homme;MATANKARI;13,77;4,01;
T2613;Homme;MATANKARI;13,77;4,01;
T2614;Homme;MATANKARI;13,77;4,01;
T2615;Homme;MATANKARI;13,77;4,01;
T2616;Homme;MATANKARI;13,77;4,01;
T2617;Homme;MATANKARI;13,77;4,01;
T2618;Homme;MATANKARI;13,77;4,01;
T2619;Homme;MATANKARI;13,77;4,01;
T2620;Homme;MATANKARI;13,77;4,01;
T2621;Homme;MATANKARI;13,77;4,01;
T2622;Homme;MATANKARI;13,77;4,01;
T2623;Homme;MATANKARI;13,77;4,01;
T2624;Homme;MATANKARI;13,77;4,01;
T2625;Homme;MATANKARI;13,77;4,01;
T2626;Homme;MATANKARI;13,77;4,01;
T2627;Homme;MATANKARI;13,77;4,01;
T2628;Homme;MATANKARI;13,77;4,01;
T1165;Homme;Téra;14,00776;0,75306;
T2630;Homme;DOUTCHI;13,884;4,414;
T2631;Homme;DOUTCHI;13,884;4,414;
T3039;Homme;N'DOUNGA;13,41416667;2,372222222;
T2633;Homme;DOUTCHI;13,884;4,414;
T2634;Homme;DOUTCHI;13,884;4,414;
T2635;Homme;DOUTCHI;13,884;4,414;
T2636;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2637;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2638;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2639;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2640;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2641;Femme;GARIN CHINA ;13,38527778;4,001666667;
T2642;Femme;GARIN CHINA ;13,38527778;4,001666667;
T2643;Femme;GARIN CHINA ;13,38527778;4,001666667;
T2644;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2645;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2646;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2647;Femme;GARIN CHINA ;13,38527778;4,001666667;
T2648;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2649;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2650;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2651;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2652;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2653;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2654;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2655;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2656;Homme;GARIN CHINA ;13,38527778;4,001666667;
T2657;Femme;WADATA ;15,90416667;7,820555556;
T2658;Femme;WADATA ;15,90416667;7,820555556;
T2659;Femme;WADATA;13,95416667;4,035277778;
T2660;Femme;WADATA;13,95416667;4,035277778;
T2661;Femme;WADATA;13,95416667;4,035277778;
T2663;Femme;WADATA;13,95416667;4,035277778;
T2664;Femme;WADATA;13,95416667;4,035277778;
T2665;Homme;WADATA;13,95416667;4,035277778;
T2666;Homme;WADATA;13,95416667;4,035277778;
T2667;Homme;WADATA;13,95416667;4,035277778;
T2668;Homme;WADATA;13,95416667;4,035277778;
T2669;Homme;WADATA;13,95416667;4,035277778;
T2670;Homme;WADATA;13,95416667;4,035277778;
T2671;Homme;WADATA;13,95416667;4,035277778;
T2672;Homme;WADATA;13,95416667;4,035277778;
T2673;Homme;WADATA;13,95416667;4,035277778;
T2674;Femme;WADATA;13,95416667;4,035277778;
T2675;Homme;WADATA;13,95416667;4,035277778;
T2676;Femme;TOGONE;13,71388889;4,104722222;
T2677;Homme;TOGONE;13,71388889;4,104722222;
T2678;Femme;TOGONE;13,71388889;4,104722222;
T2679;Homme;TOGONE;13,71388889;4,104722222;
T809;Homme;Téra;14,00776;0,75306;
T2681;Homme;TOGONE;13,71388889;4,104722222;
T2682;Homme;TOGONE;13,71388889;4,104722222;
T2683;Femme;WADATA;13,95416667;4,035277778;
T2684;Femme;WADATA;13,95416667;4,035277778;
T2685;Femme;WADATA;13,95416667;4,035277778;
T2686;Femme;WADATA;13,95416667;4,035277778;
T2687;Femme;WADATA;13,95416667;4,035277778;
T2688;Femme;WADATA;13,95416667;4,035277778;
T2689;Femme;WADATA;13,95416667;4,035277778;
T2690;Femme;WADATA;13,95416667;4,035277778;
T2691;Femme;WADATA;13,95416667;4,035277778;
T2692;Femme;WADATA;13,95416667;4,035277778;
T2693;Femme;WADATA;13,95416667;4,035277778;
T2694;Femme;WADATA;13,95416667;4,035277778;
T2695;Femme;WADATA;13,95416667;4,035277778;
T2696;Femme;WADATA;13,95416667;4,035277778;
T2697;Femme;WADATA;13,95416667;4,035277778;
T2698;Homme;WADATA;13,95416667;4,035277778;
T2699;Femme;WADATA;13,95416667;4,035277778;
T2700;Femme;WADATA;13,95416667;4,035277778;
T2701;Femme;WADATA;13,95416667;4,035277778;
T2702;Femme;WADATA;13,95416667;4,035277778;
T2703;Femme;WADATA;13,95416667;4,035277778;
T2704;Femme;WADATA;13,95416667;4,035277778;
T2705;Homme;WADATA;13,95416667;4,035277778;
T2706;Homme;WADATA;13,95416667;4,035277778;
T2707;Femme;WADATA;13,95416667;4,035277778;
T2708;Femme;WADATA;13,95416667;4,035277778;
T2709;Femme;ARGOUM;13,69972222;4,187222222;
T2711;Homme;ARGOUM;13,69972222;4,187222222;
T2712;Homme;DOUTCHI;13,884;4,414;
T2713;Homme;DOUTCHI;13,884;4,414;
T2714;Homme;DOUTCHI;13,884;4,414;
T2715;Homme;DOUTCHI;13,884;4,414;
T2716;Homme;DOUTCHI;13,884;4,414;
T2717;Homme;DOUTCHI;13,884;4,414;
T2718;Femme;WADATA;13,95416667;4,035277778;
T2719;Femme;ARGOUM;13,69972222;4,187222222;
T2720;Homme;LIGUIDO;14,00888889;3,985833333;
T2721;Homme;LIGUIDO;14,00888889;3,985833333;
T2722;Homme;LIGUIDO;14,00888889;3,985833333;
T2723;Homme;LIGUIDO;14,00888889;3,985833333;
T2724;Homme;LIGUIDO;14,00888889;3,985833333;
T2725;Homme;LIGUIDO;14,00888889;3,985833333;
T2726;Homme;LIGUIDO;14,00888889;3,985833333;
T2727;Homme;LIGUIDO;14,00888889;3,985833333;
T2728;Homme;LIGUIDO;14,00888889;3,985833333;
T2729;Homme;LIGUIDO;14,00888889;3,985833333;
T2730;Homme;LIGUIDO;14,00888889;3,985833333;
T2731;Homme;LIGUIDO;14,00888889;3,985833333;
T2732;Homme;ARGOUM;13,69972222;4,187222222;
T2733;Homme;DOUTCHI;13,884;4,414;
T2734;Homme;DOUTCHI;13,884;4,414;
T2735;Homme;DOUTCHI;13,884;4,414;
T2736;Homme;DOUTCHI;13,884;4,414;
T2737;Homme;DOUTCHI;13,884;4,414;
T2738;Homme;DOUTCHI;13,884;4,414;
T2739;Homme;DOUTCHI;13,884;4,414;
T2740;Homme;LIGUIDO;14,00888889;3,985833333;
T2741;Homme;LIGUIDO;14,00888889;3,985833333;
T2742;Homme;LIGUIDO;14,00888889;3,985833333;
T2743;Homme;LIGUIDO;14,00888889;3,985833333;
T2744;Homme;LIGUIDO;14,00888889;3,985833333;
T2745;Homme;LIGUIDO;14,00888889;3,985833333;
T2746;Homme;TOUDOU;14,51166667;4,351388889;
T2747;Homme;TOUDOU;14,51166667;4,351388889;
T2748;Homme;TOUDOU;14,51166667;4,351388889;
T2749;Homme;TOUDOU;14,51166667;4,351388889;
T2750;Homme;ARGOUM;13,69972222;4,187222222;
T2751;Homme;ARGOUM;13,69972222;4,187222222;
T2752;Homme;ARGOUM;13,69972222;4,187222222;
T2753;Homme;ARGOUM;13,69972222;4,187222222;
T2755;Homme;TOGONE;13,71388889;4,104722222;
T2756;Homme;TOGONE;13,71388889;4,104722222;
T1204;Homme;Téra;14,00776;0,75306;
T2758;Femme;DOUTCHI;13,884;4,414;
T2759;Femme;DOUTCHI;13,884;4,414;
T2760;Femme;DOUTCHI;13,884;4,414;
T2761;Femme;DOUTCHI;13,884;4,414;
T2762;Homme;DOUTCHI;13,884;4,414;
T2763;Femme;DOUTCHI;13,884;4,414;
T2764;Femme;DOUTCHI;13,884;4,414;
T2765;Femme;DOUTCHI;13,884;4,414;
T2766;Femme;DOUTCHI;13,884;4,414;
T2767;Femme;DOUTCHI;13,884;4,414;
T2768;Femme;DOUTCHI;13,884;4,414;
T2769;Femme;DOUTCHI;13,884;4,414;
T2770;Femme;DOUTCHI;13,884;4,414;
T2771;Femme;DOUTCHI;13,884;4,414;
T2772;Femme;DOUTCHI;13,884;4,414;
T2773;Femme;DOUTCHI;13,884;4,414;
T2774;Femme;DOUTCHI;13,884;4,414;
T2775;Femme;DOUTCHI;13,884;4,414;
T2776;Femme;DOUTCHI;13,884;4,414;
T2777;Femme;DOUTCHI;13,884;4,414;
T2778;Femme;DOUTCHI;13,884;4,414;
T2779;Homme;WADATA;13,95416667;4,035277778;
T244;Homme;Téra;14,00776;0,75306;
T2781;Homme;DOUTCHI;13,884;4,414;
T2782;Homme;DOUTCHI;13,884;4,414;
T2783;Homme;DOUTCHI;13,884;4,414;
T2785;Homme;DOUTCHI;13,884;4,414;
T2786;Homme;DOUTCHI;13,884;4,414;
T2787;Homme;DOUTCHI;13,884;4,414;
T2788;Homme;DOUTCHI;13,884;4,414;
T2789;Homme;DOUTCHI;13,884;4,414;
T2790;Homme;DOUTCHI;13,884;4,414;
T2791;Homme;DOUTCHI;13,884;4,414;
T2792;Homme;DOUTCHI;13,884;4,414;
T2793;Homme;DOUTCHI;13,884;4,414;
T2794;Homme;DOUTCHI;13,884;4,414;
T2795;Homme;DOUTCHI;13,884;4,414;
T2796;Homme;DOUTCHI;13,884;4,414;
T2797;Homme;DOUTCHI;13,884;4,414;
T2798;Homme;DOUTCHI;13,884;4,414;
T2799;Homme;DOUTCHI;13,884;4,414;
T2800;Homme;DOUTCHI;13,884;4,414;
T2801;Homme;DOUTCHI;13,884;4,414;
T2802;Homme;DOUTCHI;13,884;4,414;
T2803;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2804;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2805;Homme;NIAKATIRE;13,00583333;1,4675;
T2806;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2807;Homme;NIAKATIRE;13,00583333;1,4675;
T2808;Homme;NIAKATIRE;13,00583333;1,4675;
T2809;Homme;NIAKATIRE;13,00583333;1,4675;
T2810;Homme;NIAKATIRE;13,00583333;1,4675;
T2811;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2812;Homme;NIAKATIRE;13,00583333;1,4675;
T2813;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2814;Homme;NIAKATIRE;13,00583333;1,4675;
T2815;Homme;TILLABERY;14,3204466;1,43386583;
T2816;Homme;TILLABERY;14,3204466;1,43386583;
T2817;Homme;TILLABERY;14,3204466;1,43386583;
T2818;Homme;TILLABERY;14,3204466;1,43386583;
T2819;Homme;BODOL GOURMANTCHE;13,09666667;1,831944444;
T2820;Homme;TILLABERY;14,3204466;1,43386583;
T2821;Homme;NIAKATIRE;13,00583333;1,4675;
T2822;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2823;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2824;Homme;TILLABERY;14,3204466;1,43386583;
T2825;Homme;TILLABERY;14,3204466;1,43386583;
T2826;Homme;NIAKATIRE;13,00583333;1,4675;
T2827;Homme;NIAKATIRE;13,00583333;1,4675;
T2828;Homme;NIAKATIRE;13,00583333;1,4675;
T2829;Homme;BAOULE FOULBE;12,915;1,893055556;
T2830;Homme;Oufouanou;12,85555556;1,845555556;
T2831;Homme;NIAKATIRE;13,00583333;1,4675;
T2832;Homme;NIAKATIRE;13,00583333;1,4675;
T2833;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2834;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2835;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2836;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2837;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2838;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2839;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2840;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2841;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2842;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2843;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2844;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2845;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2846;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2847;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2848;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2849;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2850;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2851;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2852;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2853;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2854;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2855;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2856;Homme;TEDE ( TCHABONGOU );13,12222222;1,520277778;
T2857;Homme;TILLABERY;14,3204466;1,43386583;
T2858;Homme;NIAKATIRE;13,00583333;1,4675;
T2859;Homme;MAKALONDI;13,11667;1,8;
T2860;Homme;Oufouanou;12,85555556;1,845555556;
T2861;Homme;Oufouanou;12,85555556;1,845555556;
T2862;Homme;NIAKATIRE;13,00583333;1,4675;
T2863;Homme;Oufouanou;12,85555556;1,845555556;
T2864;Homme;MAKALONDI;13,11667;1,8;
T2865;Homme;MAKALONDI;13,11667;1,8;
T2866;Homme;MAKALONDI;13,11667;1,8;
T2867;Homme;MAKALONDI;13,11667;1,8;
T2868;Homme;Magou;13,2755556;1,752222222;
T2869;Homme;Magou;13,2755556;1,752222222;
T2870;Homme;MAKALONDI;13,11667;1,8;
T2871;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2872;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2873;Homme;Bounga bounga;13,01944444;1,952222222;
T2874;Homme;Ticko;13,20694444;2,136944444;
T2875;Homme;GUESSE;13,54138889;3,0525;
T2876;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2877;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T374;Homme;Téra;14,00776;0,75306;
T2879;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2880;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2881;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2882;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2883;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T764;Homme;Téra;14,00776;0,75306;
T2885;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2886;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2887;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2888;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2889;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2890;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2891;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2892;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2893;Homme;Djaya;13,56972222;2,05;
T2894;Homme;Djaya;13,56972222;2,05;
T2895;Homme;Djaya;13,56972222;2,05;
T2896;Homme;Djaya;13,56972222;2,05;
T2897;Homme;Djaya;13,56972222;2,05;
T2898;Homme;Djaya;13,56972222;2,05;
T2899;Homme;Djaya;13,56972222;2,05;
T2900;Homme;Djaya;13,56972222;2,05;
T2901;Homme;DABONTI;12,95888889;1,484722222;
T2902;Homme;DABONTI;12,95888889;1,484722222;
T2903;Homme;FAYRA GOURMANTCHE;12,94666667;1,693333333;
T2904;Homme;TILLABERY;14,3204466;1,43386583;
T2905;Homme;BODOL GOURMANTCHE;13,09666667;1,831944444;
T2906;Homme;BODOL GOURMANTCHE;13,09666667;1,831944444;
T2907;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2908;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2909;Homme;FAYRA MAMOUDOU;13,10083333;1,845555556;
T2910;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2911;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2912;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2913;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2914;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2915;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2916;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2917;Homme;Makalondi;13,11667;1,8;
T2918;Homme;BIMA ( KIKI );12,99416667;1,726666667;
T2919;Homme;BANKALI;15,06472222;4,116111111;
T2920;Homme;BAOULE II / DJAYELLE/ PANA;12,97694444;1,722777778;
T2921;Homme;BAOULE II / DJAYELLE/ PANA;12,97694444;1,722777778;
T2922;Homme;BAOULE II / DJAYELLE/ PANA;12,97694444;1,722777778;
T2923;Homme;BAOULE II / DJAYELLE/ PANA;12,97694444;1,722777778;
T2924;Homme;NIAKATIRE;13,00583333;1,4675;
T2925;Homme;Gassira;12,974833;1,825833333;
T2926;Homme;NIAKATIRE;13,00583333;1,4675;
T2927;Homme;NIAKATIRE;13,00583333;1,4675;
T2928;Homme;NIAKATIRE;13,00583333;1,4675;
T2929;Homme;NIAKATIRE;13,00583333;1,4675;
T2930;Homme;NIAKATIRE;13,00583333;1,4675;
T2931;Homme;NIAKATIRE;13,00583333;1,4675;
T2932;Homme;MAKALONDI;13,11667;1,8;
T2933;Homme;MAKALONDI;13,11667;1,8;
T2934;Homme;NIAKATIRE;13,00583333;1,4675;
T2935;Homme;MAKALONDI;13,11667;1,8;
T2936;Homme;Boni;12,89416667;1,821111111;
T2937;Homme;Boni;12,89416667;1,821111111;
T2938;Homme;Boni;12,89416667;1,821111111;
T2939;Homme;Boni;12,89416667;1,821111111;
T2940;Homme;Oufouanou;12,85555556;1,845555556;
T2941;Homme;NIAKATIRE;13,00583333;1,4675;
T2942;Homme;Oufouanou;12,85555556;1,845555556;
T2943;Homme;NIAKATIRE;13,00583333;1,4675;
